config,class,lambda
high_compression,negative,0.371886
high_compression,negative,0.390927
high_compression,negative,0.451643
high_compression,negative,0.203252
high_compression,negative,0.218258
high_compression,negative,0.220737
high_compression,negative,0.385852
high_compression,negative,0.245713
high_compression,negative,0.272683
high_compression,negative,0.499629
high_compression,negative,0.404996
high_compression,negative,0.314963
high_compression,negative,0.333836
high_compression,negative,0.258632
high_compression,negative,0.434914
high_compression,negative,0.513011
high_compression,negative,0.765690
high_compression,negative,0.322076
high_compression,negative,0.271087
high_compression,negative,0.325221
high_compression,negative,0.160182
high_compression,negative,0.171571
high_compression,negative,0.356478
high_compression,negative,0.275008
high_compression,negative,0.374380
high_compression,negative,0.311691
high_compression,negative,0.217922
high_compression,negative,0.497159
high_compression,negative,0.458181
high_compression,negative,0.434248
high_compression,negative,0.297346
high_compression,negative,0.337144
high_compression,negative,0.248414
high_compression,negative,0.281785
high_compression,negative,0.332830
high_compression,negative,0.351028
high_compression,negative,0.305270
high_compression,negative,0.504123
high_compression,negative,0.312644
high_compression,negative,0.492862
high_compression,negative,0.431368
high_compression,negative,0.333116
high_compression,negative,0.627718
high_compression,negative,0.236234
high_compression,negative,0.282939
high_compression,negative,0.328115
high_compression,negative,0.497372
high_compression,negative,0.274206
high_compression,negative,0.459796
high_compression,negative,0.356492
high_compression,negative,0.448698
high_compression,negative,0.412317
high_compression,negative,0.479083
high_compression,negative,0.201991
high_compression,negative,0.559732
high_compression,negative,0.347329
high_compression,negative,0.241543
high_compression,negative,0.237921
high_compression,negative,0.548099
high_compression,negative,0.192887
high_compression,negative,0.401644
high_compression,negative,0.272034
high_compression,negative,0.312728
high_compression,negative,0.457881
high_compression,negative,0.266761
high_compression,negative,0.503607
high_compression,negative,0.331465
high_compression,negative,0.224312
high_compression,negative,0.437555
high_compression,negative,0.253863
high_compression,negative,0.274677
high_compression,negative,0.392486
high_compression,negative,0.143675
high_compression,negative,0.181134
high_compression,negative,0.341380
high_compression,negative,0.478962
high_compression,negative,0.198833
high_compression,negative,0.289792
high_compression,negative,0.382717
high_compression,negative,0.194380
high_compression,negative,0.198286
high_compression,negative,0.392725
high_compression,negative,0.409878
high_compression,negative,0.345188
high_compression,negative,0.379293
high_compression,negative,0.402623
high_compression,negative,0.292196
high_compression,negative,0.532968
high_compression,negative,0.154025
high_compression,negative,0.260864
high_compression,negative,0.179926
high_compression,negative,0.203897
high_compression,negative,0.380293
high_compression,negative,0.422238
high_compression,negative,0.352843
high_compression,negative,0.374108
high_compression,negative,0.278496
high_compression,negative,0.205035
high_compression,negative,0.436259
high_compression,negative,0.117575
high_compression,negative,0.284521
high_compression,negative,0.252285
high_compression,negative,0.436792
high_compression,negative,0.274274
high_compression,negative,0.315085
high_compression,negative,0.253858
high_compression,negative,0.353948
high_compression,negative,0.212966
high_compression,negative,0.302602
high_compression,negative,0.620024
high_compression,negative,0.322302
high_compression,negative,0.386150
high_compression,negative,0.560306
high_compression,negative,0.278073
high_compression,negative,0.171431
high_compression,negative,0.421763
high_compression,negative,0.498638
high_compression,negative,0.294613
high_compression,negative,0.410823
high_compression,negative,0.286703
high_compression,negative,0.293118
high_compression,negative,0.410091
high_compression,negative,0.469769
high_compression,negative,0.173027
high_compression,negative,0.257205
high_compression,negative,0.564596
high_compression,negative,0.356195
high_compression,negative,0.285077
high_compression,negative,0.315821
high_compression,negative,0.290961
high_compression,negative,0.276045
high_compression,negative,0.361146
high_compression,negative,0.280963
high_compression,negative,0.375684
high_compression,negative,0.406172
high_compression,negative,0.142149
high_compression,negative,0.472077
high_compression,negative,0.431695
high_compression,negative,0.395615
high_compression,negative,0.280316
high_compression,negative,0.299710
high_compression,negative,0.265365
high_compression,negative,0.275611
high_compression,negative,0.578287
high_compression,negative,0.323351
high_compression,negative,0.217307
high_compression,negative,0.371343
high_compression,negative,0.262034
high_compression,negative,0.126133
high_compression,negative,0.281349
high_compression,negative,0.445817
high_compression,negative,0.357421
high_compression,negative,0.290041
high_compression,negative,0.317043
high_compression,negative,0.540873
high_compression,negative,0.531192
high_compression,negative,0.129166
high_compression,negative,0.361594
high_compression,negative,0.508759
high_compression,negative,0.161557
high_compression,negative,0.296203
high_compression,negative,0.404381
high_compression,negative,0.341174
high_compression,negative,0.446493
high_compression,negative,0.236133
high_compression,negative,0.345561
high_compression,negative,0.245693
high_compression,negative,0.466297
high_compression,negative,0.365600
high_compression,negative,0.353635
high_compression,negative,0.173694
high_compression,negative,0.464510
high_compression,negative,0.298957
high_compression,negative,0.349560
high_compression,negative,0.445954
high_compression,negative,0.465680
high_compression,negative,0.386853
high_compression,negative,0.220386
high_compression,negative,0.392129
high_compression,negative,0.264362
high_compression,negative,0.290729
high_compression,negative,0.284624
high_compression,negative,0.219080
high_compression,negative,0.272814
high_compression,negative,0.290259
high_compression,negative,0.330155
high_compression,negative,0.340538
high_compression,negative,0.299604
high_compression,negative,0.482605
high_compression,negative,0.310050
high_compression,negative,0.688947
high_compression,negative,0.952646
high_compression,negative,0.266198
high_compression,negative,0.305352
high_compression,negative,0.231057
high_compression,negative,0.360467
high_compression,negative,0.165967
high_compression,negative,0.493922
high_compression,negative,0.406727
high_compression,negative,0.268330
high_compression,negative,0.214145
high_compression,negative,0.377472
high_compression,negative,0.403177
high_compression,negative,0.476771
high_compression,negative,0.343212
high_compression,negative,0.319178
high_compression,negative,0.329679
high_compression,negative,0.512828
high_compression,negative,0.361242
high_compression,negative,0.266881
high_compression,negative,0.399987
high_compression,negative,0.543723
high_compression,negative,0.313080
high_compression,negative,0.377717
high_compression,negative,0.427105
high_compression,negative,0.221420
high_compression,negative,0.293559
high_compression,negative,0.191173
high_compression,negative,0.427943
high_compression,negative,0.330658
high_compression,negative,0.269466
high_compression,negative,0.422580
high_compression,negative,0.381144
high_compression,negative,0.260025
high_compression,negative,0.231887
high_compression,negative,0.425918
high_compression,negative,0.179544
high_compression,negative,1.000000
high_compression,negative,0.161326
high_compression,negative,0.204087
high_compression,negative,0.166773
high_compression,negative,0.431513
high_compression,negative,0.410291
high_compression,negative,0.424028
high_compression,negative,0.291148
high_compression,negative,0.235955
high_compression,negative,0.299331
high_compression,negative,0.258962
high_compression,negative,0.406476
high_compression,negative,0.335285
high_compression,negative,0.300997
high_compression,negative,0.392104
high_compression,negative,0.370060
high_compression,negative,0.369528
high_compression,negative,0.408847
high_compression,negative,0.388040
high_compression,negative,0.285673
high_compression,negative,0.286240
high_compression,negative,0.331800
high_compression,negative,0.182198
high_compression,negative,0.266094
high_compression,negative,0.197098
high_compression,negative,0.712917
high_compression,negative,0.251630
high_compression,negative,0.260728
high_compression,negative,0.166376
high_compression,negative,0.316464
high_compression,negative,0.234925
high_compression,negative,0.320986
high_compression,negative,0.343613
high_compression,negative,0.424809
high_compression,negative,0.304927
high_compression,negative,0.588537
high_compression,negative,0.345936
high_compression,negative,0.306452
high_compression,negative,0.253467
high_compression,negative,0.240793
high_compression,negative,0.202680
high_compression,negative,0.315141
high_compression,negative,0.295461
high_compression,negative,0.267283
high_compression,negative,0.193912
high_compression,negative,0.337915
high_compression,negative,0.215291
high_compression,negative,0.498632
high_compression,negative,0.459517
high_compression,negative,0.271162
high_compression,negative,0.441385
high_compression,negative,0.422587
high_compression,negative,0.386981
high_compression,negative,0.528069
high_compression,negative,0.488011
high_compression,negative,0.182814
high_compression,negative,0.448281
high_compression,negative,0.381688
high_compression,negative,0.424444
high_compression,negative,0.233635
high_compression,negative,0.403582
high_compression,negative,0.470782
high_compression,negative,0.390998
high_compression,negative,0.184378
high_compression,negative,0.479367
high_compression,negative,0.283037
high_compression,negative,0.840888
high_compression,negative,0.285130
high_compression,negative,0.197536
high_compression,negative,0.213232
high_compression,negative,0.464709
high_compression,negative,0.330745
high_compression,negative,0.257215
high_compression,negative,0.502600
high_compression,negative,0.211849
high_compression,negative,0.431180
high_compression,negative,0.278716
high_compression,negative,0.425430
high_compression,negative,0.314618
high_compression,negative,0.430049
high_compression,negative,0.525256
high_compression,negative,0.324780
high_compression,negative,0.255158
high_compression,negative,0.329950
high_compression,negative,0.409527
high_compression,negative,0.268900
high_compression,negative,0.224475
high_compression,negative,0.439903
high_compression,negative,0.223185
high_compression,negative,0.293815
high_compression,negative,0.454952
high_compression,negative,0.255508
high_compression,negative,0.385872
high_compression,negative,0.468818
high_compression,negative,0.311810
high_compression,negative,0.398605
high_compression,negative,0.310054
high_compression,negative,0.273738
high_compression,negative,0.353160
high_compression,negative,0.322482
high_compression,negative,0.134531
high_compression,negative,0.327973
high_compression,negative,0.537597
high_compression,negative,0.327696
high_compression,negative,0.413139
high_compression,negative,0.259684
high_compression,negative,0.349686
high_compression,negative,0.536522
high_compression,negative,0.464029
high_compression,negative,0.248261
high_compression,negative,0.537016
high_compression,negative,0.422152
high_compression,negative,0.195467
high_compression,negative,0.313188
high_compression,negative,0.226982
high_compression,negative,0.360969
high_compression,negative,0.260552
high_compression,negative,0.308921
high_compression,negative,0.261763
high_compression,negative,0.251948
high_compression,negative,0.252152
high_compression,negative,0.318901
high_compression,negative,0.325836
high_compression,negative,0.419474
high_compression,negative,0.598161
high_compression,negative,0.333194
high_compression,negative,0.474863
high_compression,negative,0.311087
high_compression,negative,0.514668
high_compression,negative,0.202453
high_compression,negative,0.052675
high_compression,negative,0.279587
high_compression,negative,0.315853
high_compression,negative,0.199583
high_compression,negative,0.256632
high_compression,negative,0.295035
high_compression,negative,0.368166
high_compression,negative,0.406814
high_compression,negative,0.283352
high_compression,negative,0.431938
high_compression,negative,0.293753
high_compression,negative,0.279248
high_compression,negative,0.326068
high_compression,negative,0.246007
high_compression,negative,0.310115
high_compression,negative,0.376193
high_compression,negative,0.210775
high_compression,negative,0.432488
high_compression,negative,0.179278
high_compression,negative,0.334861
high_compression,negative,0.447484
high_compression,negative,0.394269
high_compression,negative,0.254993
high_compression,negative,0.221675
high_compression,negative,0.382660
high_compression,negative,0.634060
high_compression,negative,0.248068
high_compression,negative,0.261143
high_compression,negative,0.319858
high_compression,negative,0.206899
high_compression,negative,0.272879
high_compression,negative,0.234707
high_compression,negative,0.289580
high_compression,negative,0.283028
high_compression,negative,0.386539
high_compression,negative,0.421240
high_compression,negative,0.261725
high_compression,negative,0.332959
high_compression,negative,0.480106
high_compression,negative,0.302284
high_compression,negative,0.405345
high_compression,negative,0.280423
high_compression,negative,0.136197
high_compression,negative,0.377576
high_compression,negative,0.674531
high_compression,negative,0.185624
high_compression,negative,0.298869
high_compression,negative,0.245097
high_compression,negative,0.332036
high_compression,negative,0.528641
high_compression,negative,0.217232
high_compression,negative,0.301544
high_compression,negative,0.387666
high_compression,negative,0.396062
high_compression,negative,0.810354
high_compression,negative,0.359534
high_compression,negative,0.473473
high_compression,negative,0.284441
high_compression,negative,0.228643
high_compression,negative,0.579261
high_compression,negative,0.482535
high_compression,negative,0.391874
high_compression,negative,0.316572
high_compression,negative,0.316259
high_compression,negative,0.181779
high_compression,negative,0.326851
high_compression,negative,0.301050
high_compression,negative,0.447145
high_compression,negative,0.505084
high_compression,negative,0.338834
high_compression,negative,0.413855
high_compression,negative,0.250632
high_compression,negative,0.210062
high_compression,negative,0.325307
high_compression,negative,0.322573
high_compression,negative,0.652469
high_compression,negative,0.314246
high_compression,negative,0.229271
high_compression,negative,0.363321
high_compression,negative,0.174544
high_compression,negative,0.313281
high_compression,negative,0.411819
high_compression,negative,0.348037
high_compression,negative,0.170655
high_compression,negative,0.348958
high_compression,negative,0.201255
high_compression,negative,0.333629
high_compression,negative,0.253360
high_compression,negative,0.322463
high_compression,negative,0.488304
high_compression,negative,0.539631
high_compression,negative,0.338639
high_compression,negative,0.245730
high_compression,negative,0.270290
high_compression,negative,0.330887
high_compression,negative,0.229804
high_compression,negative,0.605746
high_compression,negative,0.404279
high_compression,negative,0.358363
high_compression,negative,0.350711
high_compression,negative,0.274350
high_compression,negative,0.205656
high_compression,negative,0.206726
high_compression,negative,0.402112
high_compression,negative,0.237387
high_compression,negative,0.489918
high_compression,negative,0.433777
high_compression,negative,0.480267
high_compression,negative,0.437938
high_compression,negative,0.495285
high_compression,negative,0.255636
high_compression,negative,0.701802
high_compression,negative,0.338119
high_compression,negative,0.393041
high_compression,negative,0.326488
high_compression,negative,0.119103
high_compression,negative,0.083978
high_compression,negative,0.292786
high_compression,negative,0.336959
high_compression,negative,0.305604
high_compression,negative,0.330893
high_compression,negative,0.266574
high_compression,negative,0.252072
high_compression,negative,0.368246
high_compression,negative,0.287939
high_compression,negative,0.409834
high_compression,negative,0.572927
high_compression,negative,0.348099
high_compression,negative,0.420821
high_compression,negative,0.444096
high_compression,negative,0.372300
high_compression,negative,0.708353
high_compression,negative,0.535509
high_compression,negative,0.362610
high_compression,negative,0.491835
high_compression,negative,0.466666
high_compression,negative,0.442152
high_compression,negative,0.761008
dense_graph,positive,0.230220
dense_graph,positive,0.246345
dense_graph,positive,0.317888
dense_graph,positive,0.236593
dense_graph,positive,0.269099
dense_graph,positive,0.284854
dense_graph,positive,0.177607
dense_graph,positive,0.208357
dense_graph,positive,0.410161
dense_graph,positive,0.180041
dense_graph,positive,0.276795
dense_graph,positive,0.214943
dense_graph,positive,0.224091
dense_graph,positive,0.245646
dense_graph,positive,0.293388
dense_graph,positive,0.278362
dense_graph,positive,0.344669
dense_graph,positive,0.189497
dense_graph,positive,0.220089
dense_graph,positive,0.335378
dense_graph,positive,0.419733
dense_graph,positive,0.288714
dense_graph,positive,0.390027
dense_graph,positive,0.104741
dense_graph,positive,0.286110
dense_graph,positive,0.297679
dense_graph,positive,0.264481
dense_graph,positive,0.316305
dense_graph,positive,0.400198
dense_graph,positive,0.175286
dense_graph,positive,0.415547
dense_graph,positive,0.335546
dense_graph,positive,0.472124
dense_graph,positive,0.160499
dense_graph,positive,0.336013
dense_graph,positive,0.249564
dense_graph,positive,0.222221
dense_graph,positive,0.262431
dense_graph,positive,0.064032
dense_graph,positive,0.219109
dense_graph,positive,0.268219
dense_graph,positive,0.308297
dense_graph,positive,0.141373
dense_graph,positive,0.253723
dense_graph,positive,0.153032
dense_graph,positive,0.232028
dense_graph,positive,0.237678
dense_graph,positive,0.244495
dense_graph,positive,0.562508
dense_graph,positive,0.271283
dense_graph,positive,0.217501
dense_graph,positive,0.250806
dense_graph,positive,0.171692
dense_graph,positive,0.235342
dense_graph,positive,0.435743
dense_graph,positive,0.214212
dense_graph,positive,0.170829
dense_graph,positive,0.104242
dense_graph,positive,0.273130
dense_graph,positive,0.353424
dense_graph,positive,0.205726
dense_graph,positive,0.223687
dense_graph,positive,0.414367
dense_graph,positive,0.262373
dense_graph,positive,0.153817
dense_graph,positive,0.108704
dense_graph,positive,0.189965
dense_graph,positive,0.461177
dense_graph,positive,0.254350
dense_graph,positive,0.409909
dense_graph,positive,0.192447
dense_graph,positive,0.372563
dense_graph,positive,0.396666
dense_graph,positive,0.394742
dense_graph,positive,0.228994
dense_graph,positive,0.209504
dense_graph,positive,0.205644
dense_graph,positive,0.215957
dense_graph,negative,0.173588
dense_graph,negative,0.286903
dense_graph,negative,0.215661
dense_graph,negative,0.127247
dense_graph,negative,0.201650
dense_graph,negative,0.112603
dense_graph,negative,0.226940
dense_graph,negative,0.135742
dense_graph,negative,0.265171
dense_graph,negative,0.172456
dense_graph,negative,0.342889
dense_graph,negative,0.137705
dense_graph,negative,0.220220
dense_graph,negative,0.223826
dense_graph,negative,0.420999
dense_graph,negative,0.174384
dense_graph,negative,0.166980
dense_graph,negative,0.259104
dense_graph,negative,0.203426
dense_graph,negative,0.380654
dense_graph,negative,0.267648
dense_graph,negative,0.083257
dense_graph,negative,0.270817
dense_graph,negative,0.275225
dense_graph,negative,0.258811
dense_graph,negative,0.126781
dense_graph,negative,0.162235
dense_graph,negative,0.305510
dense_graph,negative,0.226440
dense_graph,negative,0.257376
dense_graph,negative,0.204208
dense_graph,negative,0.275259
dense_graph,negative,0.141649
dense_graph,negative,0.272116
dense_graph,negative,0.227041
dense_graph,negative,0.346962
dense_graph,negative,0.255291
dense_graph,negative,0.240253
dense_graph,negative,0.217410
dense_graph,negative,0.239774
dense_graph,negative,0.304469
dense_graph,negative,0.227942
dense_graph,negative,0.214638
dense_graph,negative,0.405151
dense_graph,negative,0.310945
dense_graph,negative,0.256543
dense_graph,negative,0.282469
dense_graph,negative,0.325866
dense_graph,negative,0.316547
dense_graph,negative,0.240092
dense_graph,negative,0.359078
dense_graph,negative,0.141218
dense_graph,negative,0.146729
dense_graph,negative,0.318841
dense_graph,negative,0.283690
dense_graph,negative,0.284109
dense_graph,negative,0.232182
dense_graph,negative,0.225334
dense_graph,negative,0.137004
dense_graph,negative,0.219448
dense_graph,negative,0.135547
dense_graph,negative,0.289841
dense_graph,negative,0.140049
dense_graph,negative,0.309097
dense_graph,negative,0.230437
dense_graph,negative,0.354202
dense_graph,negative,0.355401
dense_graph,negative,0.322888
dense_graph,negative,0.179512
dense_graph,negative,0.720289
dense_graph,negative,0.210263
dense_graph,negative,0.153673
dense_graph,negative,0.110923
dense_graph,negative,0.130782
dense_graph,negative,0.231273
dense_graph,negative,0.191188
dense_graph,negative,0.184233
dense_graph,negative,0.200057
dense_graph,negative,0.361114
dense_graph,negative,0.503009
dense_graph,negative,0.247318
dense_graph,negative,0.118821
dense_graph,negative,0.180916
dense_graph,negative,0.393640
dense_graph,negative,0.296657
dense_graph,negative,0.190883
dense_graph,negative,0.353548
dense_graph,negative,0.474254
dense_graph,negative,0.148188
dense_graph,negative,0.172360
dense_graph,negative,0.525561
dense_graph,negative,0.399102
dense_graph,negative,0.304747
dense_graph,negative,0.244995
dense_graph,negative,0.246501
dense_graph,negative,0.261044
dense_graph,negative,0.293593
dense_graph,negative,0.167596
dense_graph,negative,0.392249
dense_graph,negative,0.212923
dense_graph,negative,0.323127
dense_graph,negative,0.255573
dense_graph,negative,0.189556
dense_graph,negative,0.525459
dense_graph,negative,0.297985
dense_graph,negative,0.247537
dense_graph,negative,0.604239
dense_graph,negative,0.144925
dense_graph,negative,0.122136
dense_graph,negative,0.273053
dense_graph,negative,0.128074
dense_graph,negative,0.201639
dense_graph,negative,0.380611
dense_graph,negative,0.359928
dense_graph,negative,0.184042
dense_graph,negative,0.280465
dense_graph,negative,0.271309
dense_graph,negative,0.095868
dense_graph,negative,0.265041
dense_graph,negative,0.233796
dense_graph,negative,0.276332
dense_graph,negative,0.241569
dense_graph,negative,0.262960
dense_graph,negative,0.294521
dense_graph,negative,0.138929
dense_graph,negative,0.209588
dense_graph,negative,0.386475
dense_graph,negative,0.329306
dense_graph,negative,0.442134
dense_graph,negative,0.273948
dense_graph,negative,0.372325
dense_graph,negative,0.221632
dense_graph,negative,0.211209
dense_graph,negative,0.217264
dense_graph,negative,0.254691
dense_graph,negative,0.159797
dense_graph,negative,0.227950
dense_graph,negative,0.303073
dense_graph,negative,0.597869
dense_graph,negative,0.312298
dense_graph,negative,0.220698
dense_graph,negative,0.359730
dense_graph,negative,0.330823
dense_graph,negative,0.349573
dense_graph,negative,0.180979
dense_graph,negative,0.281182
dense_graph,negative,0.273313
dense_graph,negative,0.235056
dense_graph,negative,0.251712
dense_graph,negative,0.099828
dense_graph,negative,0.249372
dense_graph,negative,0.172947
dense_graph,negative,0.196883
dense_graph,negative,0.187904
dense_graph,negative,0.337985
dense_graph,negative,0.170679
dense_graph,negative,0.457298
dense_graph,negative,0.253982
dense_graph,negative,0.219476
dense_graph,negative,0.190810
dense_graph,negative,0.100031
dense_graph,negative,0.308385
dense_graph,negative,0.230675
dense_graph,negative,0.364667
dense_graph,negative,0.328973
dense_graph,negative,0.198044
dense_graph,negative,0.184915
dense_graph,negative,0.406499
dense_graph,negative,0.203249
dense_graph,negative,0.230707
dense_graph,negative,0.182062
dense_graph,negative,0.298986
dense_graph,negative,0.269081
dense_graph,negative,0.317628
dense_graph,negative,0.314406
dense_graph,negative,0.352330
dense_graph,negative,0.147777
dense_graph,negative,0.205238
dense_graph,negative,0.218080
dense_graph,negative,0.237601
dense_graph,negative,0.358510
dense_graph,negative,0.221356
dense_graph,negative,0.361013
dense_graph,negative,0.360348
dense_graph,negative,0.151588
dense_graph,negative,0.202512
dense_graph,negative,0.322334
dense_graph,negative,0.323691
dense_graph,negative,0.205631
dense_graph,negative,0.611287
dense_graph,negative,0.324872
dense_graph,negative,0.227741
dense_graph,negative,0.203239
dense_graph,negative,0.194438
dense_graph,negative,0.200948
dense_graph,negative,0.432022
dense_graph,negative,0.379521
dense_graph,negative,0.270980
dense_graph,negative,0.126885
dense_graph,negative,0.180306
dense_graph,negative,0.167737
dense_graph,negative,0.103668
dense_graph,negative,0.230932
dense_graph,negative,0.337905
dense_graph,negative,0.123230
dense_graph,negative,0.192766
dense_graph,negative,0.300953
dense_graph,negative,0.315437
dense_graph,negative,0.269750
dense_graph,negative,0.137369
dense_graph,negative,0.399537
dense_graph,negative,0.292029
dense_graph,negative,0.214441
dense_graph,negative,0.391273
dense_graph,negative,0.594683
dense_graph,negative,0.289314
dense_graph,negative,0.559541
dense_graph,negative,0.096040
dense_graph,negative,0.194682
dense_graph,negative,0.225625
dense_graph,negative,0.284025
dense_graph,negative,0.478369
dense_graph,negative,0.209676
dense_graph,negative,0.340862
dense_graph,negative,0.404141
dense_graph,negative,0.080546
dense_graph,negative,0.291855
dense_graph,negative,0.256456
dense_graph,negative,0.175553
dense_graph,negative,0.299854
dense_graph,negative,0.355630
dense_graph,negative,0.450982
dense_graph,negative,0.316718
dense_graph,negative,0.175107
dense_graph,negative,0.285425
dense_graph,negative,0.154828
dense_graph,negative,0.341198
dense_graph,negative,0.271416
dense_graph,negative,0.426356
dense_graph,negative,0.207470
dense_graph,negative,0.224049
dense_graph,negative,0.350738
dense_graph,negative,0.427794
dense_graph,negative,0.138405
dense_graph,negative,0.294662
dense_graph,negative,0.098335
dense_graph,negative,0.172696
dense_graph,negative,0.322285
dense_graph,negative,0.230152
dense_graph,negative,0.263739
dense_graph,negative,0.323558
dense_graph,negative,0.341547
dense_graph,negative,0.222077
dense_graph,negative,0.258620
dense_graph,negative,0.446852
dense_graph,negative,0.209028
dense_graph,negative,0.352527
dense_graph,negative,0.543636
dense_graph,negative,0.180176
dense_graph,negative,0.308435
dense_graph,negative,0.262791
dense_graph,negative,0.336202
dense_graph,negative,0.331678
dense_graph,negative,0.218353
dense_graph,negative,0.177809
dense_graph,negative,0.337289
dense_graph,negative,0.162201
dense_graph,negative,0.262303
dense_graph,negative,0.387299
dense_graph,negative,0.267716
dense_graph,negative,0.219101
dense_graph,negative,0.247913
dense_graph,negative,0.315636
dense_graph,negative,0.437949
dense_graph,negative,0.178439
dense_graph,negative,0.163415
dense_graph,negative,0.277748
dense_graph,negative,0.170369
dense_graph,negative,0.216475
dense_graph,negative,0.251872
dense_graph,negative,0.152775
dense_graph,negative,0.531873
dense_graph,negative,0.175889
dense_graph,negative,0.060434
dense_graph,negative,0.176388
dense_graph,negative,0.175477
dense_graph,negative,0.230565
dense_graph,negative,0.139922
dense_graph,negative,0.280074
dense_graph,negative,0.352848
dense_graph,negative,0.283185
dense_graph,negative,0.292263
dense_graph,negative,0.456034
dense_graph,negative,0.270424
dense_graph,negative,0.398729
dense_graph,negative,0.186408
dense_graph,negative,0.093911
dense_graph,negative,0.281956
dense_graph,negative,0.434797
dense_graph,negative,0.193261
dense_graph,negative,0.163449
dense_graph,negative,0.000000
dense_graph,negative,0.250989
dense_graph,negative,0.636456
dense_graph,negative,0.167745
dense_graph,negative,0.412859
dense_graph,negative,0.289152
dense_graph,negative,0.347446
dense_graph,negative,0.316409
dense_graph,negative,0.143743
dense_graph,negative,0.091077
dense_graph,negative,0.202143
dense_graph,negative,0.304005
dense_graph,negative,0.223853
dense_graph,negative,0.520570
dense_graph,negative,0.700409
dense_graph,negative,0.393026
dense_graph,negative,0.184730
dense_graph,negative,0.174306
dense_graph,negative,0.254532
dense_graph,negative,0.197039
dense_graph,negative,0.283897
dense_graph,negative,0.091751
dense_graph,negative,0.247974
dense_graph,negative,0.343412
dense_graph,negative,0.313308
dense_graph,negative,0.471168
dense_graph,negative,0.365235
dense_graph,negative,0.334821
dense_graph,negative,0.285065
dense_graph,negative,0.235928
dense_graph,negative,0.152652
dense_graph,negative,0.154830
dense_graph,negative,0.341578
dense_graph,negative,0.196721
dense_graph,negative,0.476713
dense_graph,negative,0.201740
dense_graph,negative,0.258522
dense_graph,negative,0.437745
dense_graph,negative,0.334033
dense_graph,negative,0.457121
dense_graph,negative,0.197471
dense_graph,negative,0.261110
dense_graph,negative,0.270696
dense_graph,negative,0.280283
dense_graph,negative,0.150722
dense_graph,negative,0.216774
dense_graph,negative,0.141519
dense_graph,negative,0.198141
dense_graph,negative,0.263574
dense_graph,negative,1.000000
dense_graph,negative,0.174892
dense_graph,negative,0.256519
dense_graph,negative,0.329179
dense_graph,negative,0.082729
dense_graph,negative,0.259084
dense_graph,negative,0.103496
dense_graph,negative,0.367473
dense_graph,negative,0.281904
dense_graph,negative,0.216537
dense_graph,negative,0.213742
dense_graph,negative,0.232567
dense_graph,negative,0.242358
dense_graph,negative,0.336484
dense_graph,negative,0.172932
dense_graph,negative,0.150592
dense_graph,negative,0.284852
dense_graph,negative,0.182595
dense_graph,negative,0.225036
dense_graph,negative,0.223604
dense_graph,negative,0.160423
dense_graph,negative,0.420773
dense_graph,negative,0.281189
dense_graph,negative,0.283353
dense_graph,negative,0.317781
dense_graph,negative,0.205734
dense_graph,negative,0.190638
dense_graph,negative,0.194508
dense_graph,negative,0.352584
dense_graph,negative,0.252013
dense_graph,negative,0.347654
dense_graph,negative,0.147594
dense_graph,negative,0.185802
dense_graph,negative,0.184926
dense_graph,negative,0.103835
dense_graph,negative,0.476868
dense_graph,negative,0.092134
dense_graph,negative,0.314447
dense_graph,negative,0.284118
dense_graph,negative,0.226295
dense_graph,negative,0.203835
dense_graph,negative,0.291646
dense_graph,negative,0.194094
dense_graph,negative,0.148879
dense_graph,negative,0.156597
dense_graph,negative,0.227477
dense_graph,negative,0.314378
dense_graph,negative,0.220368
dense_graph,negative,0.159143
dense_graph,negative,0.142202
dense_graph,negative,0.262218
dense_graph,negative,0.158613
dense_graph,negative,0.235246
dense_graph,negative,0.252024
dense_graph,negative,0.202349
dense_graph,negative,0.507460
dense_graph,negative,0.121491
dense_graph,negative,0.429204
dense_graph,negative,0.388889
dense_graph,negative,0.238834
dense_graph,negative,0.183062
dense_graph,negative,0.427376
dense_graph,negative,0.144969
dense_graph,negative,0.196571
dense_graph,negative,0.195033
dense_graph,negative,0.305355
dense_graph,negative,0.376601
dense_graph,negative,0.155774
dense_graph,negative,0.353684
dense_graph,negative,0.352914
dense_graph,negative,0.492487
dense_graph,negative,0.468823
dense_graph,negative,0.213584
dense_graph,negative,0.383689
dense_graph,negative,0.205914
dense_graph,negative,0.449417
dense_graph,negative,0.162436
dense_graph,negative,0.230295
dense_graph,negative,0.088664
dense_graph,negative,0.152398
dense_graph,negative,0.298927
dense_graph,negative,0.369329
dense_graph,negative,0.208978
dense_graph,negative,0.292667
dense_graph,negative,0.446298
dense_graph,negative,0.216347
dense_graph,negative,0.584128
dense_graph,negative,0.307975
dense_graph,negative,0.300144
dense_graph,negative,0.217521
dense_graph,negative,0.300746
dense_graph,negative,0.206118
dense_graph,negative,0.124669
dense_graph,negative,0.241820
dense_graph,negative,0.232555
dense_graph,negative,0.367924
dense_graph,negative,0.352982
dense_graph,negative,0.281148
dense_graph,negative,0.213169
dense_graph,negative,0.260379
dense_graph,negative,0.252093
dense_graph,negative,0.744755
dense_graph,negative,0.237043
dense_graph,negative,0.191300
dense_graph,negative,0.206520
dense_graph,negative,0.193994
dense_graph,negative,0.479312
dense_graph,negative,0.241479
dense_graph,negative,0.148423
dense_graph,negative,0.420129
dense_graph,negative,0.356324
